"orders.id","orders.name","orders.line_items.id","orders.fulfillment_status","orders.line_items.sku","orders.line_items.quantity","orders.line_items.fulfillment_status","orders.line_items.fulfillable_quantity"
1228898664577,"#5617621",2620124692609,"fulfilled","481800",1,"fulfilled",0
1228898664577,"#5617621",2620124725377,"fulfilled","481805",1,"fulfilled",0
1228898664577,"#5617621",2620124758145,"fulfilled","557109",3,"fulfilled",0
1228376440961,"#5601684",2618782908545,"fulfilled","2770435",1,"fulfilled",0
1228345671809,"#5600745",2618708394113,"partial","1868168",1,"fulfilled",0
1228345671809,"#5600745",2618708426881,"partial","ecofee-sku-1",1,,1
1228345475201,"#5600739",2618707837057,"fulfilled","193140",1,"fulfilled",0
1228345344129,"#5600735",2618707083393,"fulfilled","1413194",1,"fulfilled",0
1228345344129,"#5600735",2618707116161,"fulfilled","15562",1,"fulfilled",0
1228345344129,"#5600735",2618707148929,"fulfilled","41915",1,"fulfilled",0
1228345344129,"#5600735",2618707181697,"fulfilled","14040",2,"fulfilled",0
1228345344129,"#5600735",2618707214465,"fulfilled","411944",1,"fulfilled",0
1228345344129,"#5600735",2618707247233,"fulfilled","905895",2,"fulfilled",0
1228345344129,"#5600735",2618707280001,"fulfilled","19223",2,"fulfilled",0
1228344230017,"#5600701",2618703937665,"fulfilled","510026",1,"fulfilled",0
1228344230017,"#5600701",2618703970433,"fulfilled","898133",1,"fulfilled",0
1228344230017,"#5600701",2618704003201,"fulfilled","673010",20,"fulfilled",0
1228343181441,"#5600669",2618701021313,"fulfilled","449259",1,"fulfilled",0
1228341641345,"#5600622",2618696499329,"fulfilled","587674",1,"fulfilled",0
1228341641345,"#5600622",2618696532097,"fulfilled","132429",1,"fulfilled",0
1228341641345,"#5600622",2618696564865,"fulfilled","380479",2,"fulfilled",0
1228341313665,"#5600612",2618695352449,"partial","2764645",1,"fulfilled",0
1228341313665,"#5600612",2618695385217,"partial","ecofee-sku-1",1,,1
1228338528385,"#5600527",2618688143489,"fulfilled","2093633",4,"fulfilled",0
1228338036865,"#5600512",2618686931073,"partial","2764646",1,"fulfilled",0
1228338036865,"#5600512",2618686963841,"partial","ecofee-sku-1",1,,1
1228336398465,"#5600462",2618681557121,"partial","2948184",1,"fulfilled",0
1228336398465,"#5600462",2618681589889,"partial","2608756",1,"fulfilled",0
1228336398465,"#5600462",2618681622657,"partial","ecofee-sku-1",1,,1
1228335349889,"#5600430",2618678771841,"fulfilled","34472",1,"fulfilled",0
1228335349889,"#5600430",2618678804609,"fulfilled","2939051",1,"fulfilled",0
1228335349889,"#5600430",2618678837377,"fulfilled","24383781",1,"fulfilled",0
1228335349889,"#5600430",2618678870145,"fulfilled","11593",1,"fulfilled",0
1228335349889,"#5600430",2618678902913,"fulfilled","37327",1,"fulfilled",0
1228335218817,"#5600426",2618677821569,"partial","2870086",1,,1
1228335218817,"#5600426",2618677854337,"partial","40537",1,"fulfilled",0
1228335218817,"#5600426",2618677887105,"partial","483636",1,"fulfilled",0
1228335218817,"#5600426",2618677919873,"partial","82641",1,"fulfilled",0
1228335218817,"#5600426",2618677952641,"partial","1056954",1,"fulfilled",0
1228335218817,"#5600426",2618677985409,"partial","1056956",1,"fulfilled",0
1228335218817,"#5600426",2618678018177,"partial","1056958",1,"fulfilled",0
1228335218817,"#5600426",2618678050945,"partial","82651",1,"fulfilled",0
1228333842561,"#5600384",2618674544769,"fulfilled","782918",2,"fulfilled",0
1228333842561,"#5600384",2618674577537,"fulfilled","2758178",1,"fulfilled",0
1228333842561,"#5600384",2618674610305,"fulfilled","2758188",1,"fulfilled",0
1228333842561,"#5600384",2618674643073,"fulfilled","2758180",1,"fulfilled",0
1228333842561,"#5600384",2618674675841,"fulfilled","2792214",1,"fulfilled",0
1228333842561,"#5600384",2618674708609,"fulfilled","12278",1,"fulfilled",0
1228333219969,"#5600365",2618672545921,"partial","2948388",2,"fulfilled",0
1228333219969,"#5600365",2618672578689,"partial","ecofee-sku-1",2,,2
1228332007553,"#5600328",2618669105281,"fulfilled","392737",4,"fulfilled",0
1228330598529,"#5600285",2618665435265,"fulfilled","303449",1,"fulfilled",0
1228330598529,"#5600285",2618665468033,"fulfilled","303448",1,"fulfilled",0
1228330598529,"#5600285",2618665500801,"fulfilled","2824108",1,"fulfilled",0
1228330598529,"#5600285",2618665533569,"fulfilled","39884",2,"fulfilled",0
1228330598529,"#5600285",2618665566337,"fulfilled","487224",2,"fulfilled",0
1228330598529,"#5600285",2618665599105,"fulfilled","2870904",1,"fulfilled",0
1228330598529,"#5600285",2618665631873,"fulfilled","575245",1,"fulfilled",0
1228330598529,"#5600285",2618665664641,"fulfilled","572002",1,"fulfilled",0
1228330598529,"#5600285",2618665697409,"fulfilled","518221",1,"fulfilled",0
1228330598529,"#5600285",2618665730177,"fulfilled","682380",1,"fulfilled",0
1228330598529,"#5600285",2618665762945,"fulfilled","509176",1,"fulfilled",0
1228284723329,"#5598885",2618532069505,"fulfilled","39357",1,"fulfilled",0
